姓名,姓氏,字辈,性别,排序,出生日期,逝世日期,是否离世,籍贯,职业,父亲,母亲,配偶,是否入赘,是否招夫养子,生平简介,突出事迹
希53032,孔,希,男,42,903-01-01,985-01-01,是,河南,学者,克52001,,,,,,
希53033,孔,希,男,2,909-01-01,969-01-01,是,山东,士,克52033,,,,,,
希53034,孔,希,男,42,912-01-01,991-01-01,是,曲阜,农,克52123,,,,,,
希53035,孔,希,男,16,900-01-01,986-01-01,是,山东,工,克52086,,,,,,
希53036,孔,希,男,33,899-01-01,986-01-01,是,安徽,士,克52081,,,,,,
希53037,孔,希,男,65,906-01-01,974-01-01,是,安徽,工,克52101,,,,,,
希53038,孔,希,男,98,906-01-01,984-01-01,是,安徽,学者,克52110,,,,,,
希53039,孔,希,男,18,899-01-01,969-01-01,是,曲阜,学者,克52081,,,,,,
希53040,孔,希,男,5,900-01-01,965-01-01,是,江苏,学者,克52051,,,,,,
希53041,孔,希,男,50,905-01-01,989-01-01,是,江苏,农,克52142,,,,,,
希53042,孔,希,男,38,900-01-01,964-01-01,是,江苏,商,克52111,,,,,,
希53043,孔,希,男,32,915-01-01,988-01-01,是,安徽,士,克52021,,,,,,
希53044,孔,希,男,46,903-01-01,979-01-01,是,曲阜,商,克52006,,,,,,
希53045,孔,希,男,29,899-01-01,983-01-01,是,江苏,学者,克52073,,,,,,
希53046,孔,希,男,30,906-01-01,977-01-01,是,山东,商,克52020,,,,,,
希53047,孔,希,男,63,901-01-01,987-01-01,是,山东,工,克52130,,,,,,
希53048,孔,希,男,33,914-01-01,983-01-01,是,江苏,士,克52087,,,,,,
希53049,孔,希,男,6,910-01-01,975-01-01,是,安徽,农,克52094,,,,,,
希53050,孔,希,男,80,903-01-01,986-01-01,是,江苏,商,克52082,,,,,,
希53051,孔,希,男,90,914-01-01,976-01-01,是,浙江,儒,克52006,,,,,,
希53052,孔,希,男,28,912-01-01,979-01-01,是,曲阜,士,克52096,,,,,,
希53053,孔,希,男,34,896-01-01,979-01-01,是,曲阜,士,克52105,,,,,,
希53054,孔,希,男,12,907-01-01,978-01-01,是,河南,农,克52057,,,,,,
希53055,孔,希,男,41,909-01-01,969-01-01,是,河南,儒,克52130,,,,,,
希53056,孔,希,男,73,907-01-01,968-01-01,是,曲阜,学者,克52094,,,,,,
希53057,孔,希,男,66,903-01-01,965-01-01,是,河南,官员,克52043,,,,,,
希53058,孔,希,男,2,896-01-01,956-01-01,是,曲阜,士,孔希文,,,,,,
希53059,孔,希,男,32,911-01-01,991-01-01,是,曲阜,商,克52075,,,,,,
希53060,孔,希,男,19,906-01-01,996-01-01,是,山东,儒,克52077,,,,,,
希53061,孔,希,男,25,912-01-01,1001-01-01,是,浙江,儒,克52112,,,,,,
希53062,孔,希,男,46,907-01-01,970-01-01,是,河南,农,克52004,,,,,,
希53063,孔,希,男,28,902-01-01,965-01-01,是,曲阜,学者,克52016,,,,,,
希53064,孔,希,男,18,912-01-01,994-01-01,是,山东,农,克52101,,,,,,
希53065,孔,希,男,24,907-01-01,995-01-01,是,浙江,官员,克52003,,,,,,
希53066,孔,希,男,93,897-01-01,978-01-01,是,安徽,农,克52000,,,,,,
希53067,孔,希,男,66,907-01-01,996-01-01,是,浙江,士,克52083,,,,,,
希53068,孔,希,男,69,911-01-01,979-01-01,是,山东,农,克52111,,,,,,
希53069,孔,希,男,58,897-01-01,959-01-01,是,安徽,学者,克52009,,,,,,
希53070,孔,希,男,53,912-01-01,990-01-01,是,江苏,学者,克52101,,,,,,
希53071,孔,希,男,65,915-01-01,975-01-01,是,山东,学者,克52146,,,,,,
希53072,孔,希,男,48,909-01-01,972-01-01,是,河南,儒,克52046,,,,,,
希53073,孔,希,男,65,914-01-01,975-01-01,是,山东,官员,克52017,,,,,,
希53074,孔,希,男,85,897-01-01,959-01-01,是,曲阜,商,克52125,,,,,,
希53075,孔,希,男,14,902-01-01,991-01-01,是,江苏,儒,克52128,,,,,,
希53076,孔,希,男,28,915-01-01,987-01-01,是,曲阜,工,克52043,,,,,,
希53077,孔,希,男,44,911-01-01,995-01-01,是,浙江,士,克52024,,,,,,
希53078,孔,希,男,69,909-01-01,974-01-01,是,安徽,官员,克52129,,,,,,
希53079,孔,希,男,47,913-01-01,990-01-01,是,河南,官员,克52107,,,,,,
希53080,孔,希,男,11,902-01-01,983-01-01,是,山东,士,克52123,,,,,,
希53081,孔,希,男,54,906-01-01,985-01-01,是,浙江,士,克52074,,,,,,
希53082,孔,希,男,15,898-01-01,973-01-01,是,安徽,农,克52092,,,,,,
希53083,孔,希,男,18,907-01-01,984-01-01,是,江苏,商,克52119,,,,,,
希53084,孔,希,男,42,909-01-01,994-01-01,是,曲阜,士,克52008,,,,,,
希53085,孔,希,男,73,910-01-01,994-01-01,是,浙江,工,克52028,,,,,,
希53086,孔,希,男,18,910-01-01,997-01-01,是,河南,儒,克52044,,,,,,
希53087,孔,希,男,19,913-01-01,973-01-01,是,河南,学者,克52112,,,,,,
希53088,孔,希,男,41,907-01-01,975-01-01,是,河南,学者,克52008,,,,,,
希53089,孔,希,男,96,909-01-01,969-01-01,是,安徽,农,克52019,,,,,,
希53090,孔,希,男,96,903-01-01,963-01-01,是,曲阜,官员,克52060,,,,,,
希53091,孔,希,男,2,908-01-01,968-01-01,是,江苏,士,克52075,,,,,,
希53092,孔,希,男,46,897-01-01,977-01-01,是,安徽,农,克52012,,,,,,
希53093,孔,希,男,37,916-01-01,997-01-01,是,山东,工,克52094,,,,,,
希53094,孔,希,男,45,905-01-01,980-01-01,是,安徽,商,克52115,,,,,,
希53095,孔,希,男,31,899-01-01,974-01-01,是,山东,官员,克52071,,,,,,
希53096,孔,希,男,31,913-01-01,984-01-01,是,安徽,学者,孔希文,,,,,,
希53097,孔,希,男,42,901-01-01,991-01-01,是,江苏,官员,克52070,,,,,,
希53098,孔,希,男,12,911-01-01,977-01-01,是,山东,儒,克52076,,,,,,
希53099,孔,希,男,71,916-01-01,995-01-01,是,安徽,农,克52091,,,,,,
希53100,孔,希,男,59,910-01-01,978-01-01,是,山东,儒,克52028,,,,,,
希53101,孔,希,男,4,910-01-01,984-01-01,是,河南,农,克52122,,,,,,
希53102,孔,希,男,61,904-01-01,986-01-01,是,江苏,士,克52099,,,,,,
希53103,孔,希,男,51,913-01-01,999-01-01,是,山东,农,克52136,,,,,,
希53104,孔,希,男,91,911-01-01,981-01-01,是,浙江,学者,克52087,,,,,,
希53105,孔,希,男,9,911-01-01,995-01-01,是,浙江,士,克52052,,,,,,
希53106,孔,希,男,87,913-01-01,998-01-01,是,安徽,工,克52020,,,,,,
希53107,孔,希,男,16,915-01-01,982-01-01,是,曲阜,工,克52035,,,,,,
希53108,孔,希,男,30,900-01-01,970-01-01,是,浙江,官员,克52118,,,,,,
希53109,孔,希,男,28,909-01-01,971-01-01,是,安徽,学者,克52093,,,,,,
希53110,孔,希,男,82,906-01-01,984-01-01,是,浙江,士,克52017,,,,,,
希53111,孔,希,男,87,908-01-01,976-01-01,是,山东,学者,克52006,,,,,,
希53112,孔,希,男,45,913-01-01,996-01-01,是,浙江,儒,克52076,,,,,,
希53113,孔,希,男,38,900-01-01,967-01-01,是,曲阜,农,克52026,,,,,,
希53114,孔,希,男,34,912-01-01,995-01-01,是,浙江,儒,克52143,,,,,,
希53115,孔,希,男,74,899-01-01,971-01-01,是,山东,儒,克52044,,,,,,
希53116,孔,希,男,63,908-01-01,986-01-01,是,曲阜,官员,克52090,,,,,,
希53117,孔,希,男,64,902-01-01,980-01-01,是,山东,官员,克52146,,,,,,
希53118,孔,希,男,86,913-01-01,999-01-01,是,山东,农,克52136,,,,,,
希53119,孔,希,男,66,911-01-01,979-01-01,是,曲阜,士,克52019,,,,,,
希53120,孔,希,男,7,906-01-01,971-01-01,是,江苏,士,克52099,,,,,,
希53121,孔,希,男,98,902-01-01,976-01-01,是,安徽,学者,克52092,,,,,,
希53122,孔,希,男,93,898-01-01,961-01-01,是,山东,农,克52083,,,,,,
希53123,孔,希,男,98,905-01-01,979-01-01,是,浙江,士,克52037,,,,,,
希53124,孔,希,男,64,902-01-01,964-01-01,是,江苏,官员,克52126,,,,,,
希53125,孔,希,男,49,903-01-01,967-01-01,是,山东,官员,克52113,,,,,,
希53126,孔,希,男,94,912-01-01,994-01-01,是,安徽,儒,克52044,,,,,,
希53127,孔,希,男,92,911-01-01,1000-01-01,是,安徽,商,克52039,,,,,,
希53128,孔,希,男,76,896-01-01,981-01-01,是,山东,学者,克52063,,,,,,
希53129,孔,希,男,40,911-01-01,992-01-01,是,浙江,儒,克52074,,,,,,
希53130,孔,希,男,25,906-01-01,969-01-01,是,山东,商,克52033,,,,,,
希53131,孔,希,男,12,913-01-01,981-01-01,是,山东,农,克52030,,,,,,
希53132,孔,希,男,79,896-01-01,956-01-01,是,江苏,儒,克52087,,,,,,
希53133,孔,希,男,11,915-01-01,992-01-01,是,浙江,官员,克52113,,,,,,
希53134,孔,希,男,63,903-01-01,987-01-01,是,河南,儒,克52095,,,,,,
希53135,孔,希,男,57,902-01-01,973-01-01,是,安徽,学者,克52062,,,,,,
希53136,孔,希,男,82,898-01-01,980-01-01,是,河南,商,克52063,,,,,,
希53137,孔,希,男,26,902-01-01,979-01-01,是,山东,商,克52091,,,,,,
希53138,孔,希,男,14,911-01-01,997-01-01,是,安徽,农,克52098,,,,,,
希53139,孔,希,男,48,904-01-01,970-01-01,是,曲阜,农,克52138,,,,,,
希53140,孔,希,男,53,905-01-01,995-01-01,是,曲阜,学者,克52053,,,,,,
希53141,孔,希,男,32,905-01-01,984-01-01,是,山东,官员,克52148,,,,,,
希53142,孔,希,男,54,911-01-01,975-01-01,是,浙江,士,克52063,,,,,,
希53143,孔,希,男,67,897-01-01,975-01-01,是,安徽,商,克52026,,,,,,
希53144,孔,希,男,70,913-01-01,990-01-01,是,曲阜,工,克52118,,,,,,
希53145,孔,希,男,88,898-01-01,967-01-01,是,山东,学者,克52075,,,,,,
希53146,孔,希,男,96,901-01-01,979-01-01,是,河南,工,克52005,,,,,,
希53147,孔,希,男,35,914-01-01,987-01-01,是,河南,士,克52016,,,,,,
希53148,孔,希,男,34,912-01-01,999-01-01,是,江苏,商,克52121,,,,,,
希53149,孔,希,男,27,913-01-01,978-01-01,是,山东,工,克52131,,,,,,
希54000,孔,希,男,72,928-01-01,998-01-01,是,河南,商,希53135,,,,,,
希54001,孔,希,男,7,943-01-01,1012-01-01,是,河南,学者,希53008,,,,,,
希54002,孔,希,男,37,936-01-01,1001-01-01,是,江苏,商,希53135,,,,,,
希54003,孔,希,男,82,943-01-01,1023-01-01,是,河南,商,希53138,,,,,,
希54004,孔,希,男,82,935-01-01,1000-01-01,是,河南,商,希53105,,,,,,
希54005,孔,希,男,79,942-01-01,1015-01-01,是,安徽,学者,希53083,,,,,,
希54006,孔,希,男,68,928-01-01,1000-01-01,是,江苏,儒,希53058,,,,,,
希54007,孔,希,男,40,943-01-01,1030-01-01,是,江苏,学者,希53139,,,,,,
希54008,孔,希,男,64,929-01-01,1007-01-01,是,江苏,农,希53075,,,,,,
希54009,孔,希,男,15,941-01-01,1020-01-01,是,曲阜,士,希53115,,,,,,
希54010,孔,希,男,15,929-01-01,997-01-01,是,河南,儒,希53125,,,,,,
希54011,孔,希,男,37,942-01-01,1025-01-01,是,浙江,官员,希53130,,,,,,
希54012,孔,希,男,63,924-01-01,1003-01-01,是,山东,学者,希53111,,,,,,
希54013,孔,希,男,9,938-01-01,999-01-01,是,山东,儒,希53036,,,,,,
希54014,孔,希,男,99,930-01-01,1015-01-01,是,江苏,商,希53074,,,,,,
希54015,孔,希,男,84,937-01-01,1018-01-01,是,浙江,商,希53002,,,,,,
希54016,孔,希,男,14,935-01-01,1025-01-01,是,浙江,学者,希53045,,,,,,
希54017,孔,希,男,24,927-01-01,1016-01-01,是,江苏,士,希53017,,,,,,
希54018,孔,希,男,28,940-01-01,1021-01-01,是,安徽,农,希53058,,,,,,
希54019,孔,希,男,5,937-01-01,1011-01-01,是,江苏,儒,希53076,,,,,,
希54020,孔,希,男,79,939-01-01,1018-01-01,是,浙江,商,希53028,,,,,,
希54021,孔,希,男,14,935-01-01,1017-01-01,是,浙江,商,希53099,,,,,,
希54022,孔,希,男,7,943-01-01,1022-01-01,是,安徽,工,希53094,,,,,,
希54023,孔,希,男,6,935-01-01,1007-01-01,是,曲阜,工,希53110,,,,,,
希54024,孔,希,男,6,931-01-01,992-01-01,是,曲阜,儒,希53145,,,,,,
希54025,孔,希,男,39,929-01-01,1014-01-01,是,江苏,学者,希53133,,,,,,
希54026,孔,希,男,93,934-01-01,1000-01-01,是,江苏,官员,希53066,,,,,,
希54027,孔,希,男,95,928-01-01,1017-01-01,是,山东,官员,希53078,,,,,,
希54028,孔,希,男,9,943-01-01,1024-01-01,是,河南,商,希53056,,,,,,
希54029,孔,希,男,84,928-01-01,994-01-01,是,山东,儒,希53086,,,,,,
希54030,孔,希,男,26,940-01-01,1013-01-01,是,安徽,士,希53134,,,,,,
希54031,孔,希,男,82,936-01-01,1008-01-01,是,河南,儒,希53116,,,,,,
希54032,孔,希,男,78,926-01-01,989-01-01,是,浙江,儒,希53084,,,,,,
希54033,孔,希,男,9,925-01-01,1005-01-01,是,曲阜,士,希53088,,,,,,
希54034,孔,希,男,39,940-01-01,1027-01-01,是,江苏,学者,希53092,,,,,,
希54035,孔,希,男,93,935-01-01,1010-01-01,是,山东,商,希53007,,,,,,
希54036,孔,希,男,37,932-01-01,1020-01-01,是,河南,儒,希53022,,,,,,
希54037,孔,希,男,94,939-01-01,1028-01-01,是,河南,儒,希53002,,,,,,
希54038,孔,希,男,28,936-01-01,1024-01-01,是,曲阜,官员,希53087,,,,,,
希54039,孔,希,男,36,928-01-01,997-01-01,是,安徽,官员,希53078,,,,,,
希54040,孔,希,男,19,927-01-01,1000-01-01,是,浙江,学者,希53102,,,,,,
希54041,孔,希,男,75,943-01-01,1010-01-01,是,安徽,商,希53071,,,,,,
希54042,孔,希,男,12,934-01-01,1000-01-01,是,浙江,学者,希53043,,,,,,
希54043,孔,希,男,22,924-01-01,1008-01-01,是,江苏,官员,希53100,,,,,,
希54044,孔,希,男,69,934-01-01,1017-01-01,是,江苏,商,希53066,,,,,,
希54045,孔,希,男,28,943-01-01,1022-01-01,是,山东,官员,希53086,,,,,,
希54046,孔,希,男,62,928-01-01,1000-01-01,是,安徽,商,希53120,,,,,,
希54047,孔,希,男,68,933-01-01,1015-01-01,是,曲阜,工,希53124,,,,,,
希54048,孔,希,男,14,925-01-01,994-01-01,是,浙江,农,希53140,,,,,,
希54049,孔,希,男,53,927-01-01,989-01-01,是,曲阜,学者,希53002,,,,,,
希54050,孔,希,男,63,929-01-01,997-01-01,是,山东,官员,希53098,,,,,,
希54051,孔,希,男,29,925-01-01,990-01-01,是,安徽,儒,希53083,,,,,,
希54052,孔,希,男,92,940-01-01,1013-01-01,是,曲阜,士,希53101,,,,,,
希54053,孔,希,男,77,932-01-01,1010-01-01,是,河南,官员,希53138,,,,,,
希54054,孔,希,男,52,944-01-01,1006-01-01,是,浙江,官员,希53108,,,,,,
希54055,孔,希,男,46,942-01-01,1008-01-01,是,安徽,商,希53005,,,,,,
希54056,孔,希,男,36,944-01-01,1014-01-01,是,山东,官员,希53002,,,,,,
希54057,孔,希,男,93,936-01-01,1007-01-01,是,山东,农,希53066,,,,,,
希54058,孔,希,男,16,941-01-01,1009-01-01,是,浙江,官员,希53096,,,,,,
希54059,孔,希,男,51,925-01-01,992-01-01,是,山东,工,孔希最,,,,,,
希54060,孔,希,男,59,943-01-01,1003-01-01,是,曲阜,学者,希53068,,,,,,
希54061,孔,希,男,6,936-01-01,1026-01-01,是,江苏,儒,希53048,,,,,,
希54062,孔,希,男,32,932-01-01,1005-01-01,是,曲阜,工,希53115,,,,,,
希54063,孔,希,男,91,933-01-01,995-01-01,是,安徽,商,希53114,,,,,,
希54064,孔,希,男,23,932-01-01,1015-01-01,是,河南,工,希53010,,,,,,
希54065,孔,希,男,20,925-01-01,1007-01-01,是,山东,商,希53076,,,,,,
希54066,孔,希,男,42,926-01-01,988-01-01,是,安徽,儒,希53049,,,,,,
希54067,孔,希,男,67,932-01-01,995-01-01,是,山东,官员,希53142,,,,,,
希54068,孔,希,男,38,943-01-01,1025-01-01,是,江苏,学者,希53095,,,,,,
希54069,孔,希,男,12,928-01-01,1016-01-01,是,曲阜,工,希53118,,,,,,
希54070,孔,希,男,33,925-01-01,1001-01-01,是,河南,士,希53082,,,,,,
希54071,孔,希,男,9,942-01-01,1013-01-01,是,河南,官员,希53126,,,,,,
希54072,孔,希,男,9,943-01-01,1012-01-01,是,山东,官员,希53114,,,,,,
希54073,孔,希,男,88,934-01-01,1020-01-01,是,浙江,农,希53034,,,,,,
希54074,孔,希,男,88,938-01-01,1014-01-01,是,河南,学者,希53101,,,,,,
希54075,孔,希,男,74,925-01-01,992-01-01,是,曲阜,农,希53123,,,,,,
希54076,孔,希,男,4,937-01-01,1022-01-01,是,安徽,农,希53074,,,,,,
希54077,孔,希,男,12,928-01-01,1009-01-01,是,浙江,官员,希53061,,,,,,
希54078,孔,希,男,77,927-01-01,990-01-01,是,浙江,工,希53094,,,,,,
希54079,孔,希,男,11,944-01-01,1009-01-01,是,山东,学者,希53068,,,,,,
希54080,孔,希,男,66,937-01-01,1000-01-01,是,山东,儒,希53047,,,,,,
希54081,孔,希,男,93,924-01-01,1013-01-01,是,安徽,工,希53112,,,,,,
希54082,孔,希,男,49,936-01-01,998-01-01,是,浙江,工,希53098,,,,,,
希54083,孔,希,男,70,924-01-01,988-01-01,是,山东,工,希53099,,,,,,
希54084,孔,希,男,56,937-01-01,1002-01-01,是,山东,商,希53078,,,,,,
希54085,孔,希,男,13,929-01-01,1017-01-01,是,浙江,儒,希53013,,,,,,
希54086,孔,希,男,90,940-01-01,1015-01-01,是,浙江,商,希53133,,,,,,
希54087,孔,希,男,38,936-01-01,1014-01-01,是,河南,农,希53029,,,,,,
希54088,孔,希,男,21,924-01-01,1005-01-01,是,山东,农,希53072,,,,,,
希54089,孔,希,男,100,943-01-01,1021-01-01,是,山东,学者,希53047,,,,,,
希54090,孔,希,男,97,929-01-01,993-01-01,是,曲阜,工,希53064,,,,,,
希54091,孔,希,男,51,931-01-01,1004-01-01,是,江苏,士,希53064,,,,,,
希54092,孔,希,男,65,924-01-01,988-01-01,是,山东,商,希53129,,,,,,
希54093,孔,希,男,15,940-01-01,1021-01-01,是,河南,工,希53061,,,,,,
希54094,孔,希,男,7,925-01-01,986-01-01,是,山东,农,希53091,,,,,,
希54095,孔,希,男,92,944-01-01,1007-01-01,是,江苏,儒,希53126,,,,,,
希54096,孔,希,男,17,927-01-01,990-01-01,是,河南,工,希53019,,,,,,
希54097,孔,希,男,52,932-01-01,995-01-01,是,安徽,商,希53122,,,,,,
希54098,孔,希,男,18,938-01-01,1023-01-01,是,曲阜,士,希53113,,,,,,
希54099,孔,希,男,45,938-01-01,1005-01-01,是,江苏,农,希53107,,,,,,
希54100,孔,希,男,10,940-01-01,1000-01-01,是,曲阜,商,希53117,,,,,,
希54101,孔,希,男,83,927-01-01,1013-01-01,是,河南,工,希53018,,,,,,
希54102,孔,希,男,45,942-01-01,1018-01-01,是,江苏,官员,希53093,,,,,,
希54103,孔,希,男,46,934-01-01,1010-01-01,是,山东,官员,希53145,,,,,,
希54104,孔,希,男,12,940-01-01,1023-01-01,是,江苏,学者,希53028,,,,,,
希54105,孔,希,男,51,936-01-01,1014-01-01,是,浙江,农,希53110,,,,,,
希54106,孔,希,男,67,926-01-01,988-01-01,是,江苏,工,希53055,,,,,,
希54107,孔,希,男,97,939-01-01,1015-01-01,是,山东,学者,希53025,,,,,,
希54108,孔,希,男,82,941-01-01,1017-01-01,是,山东,商,希53081,,,,,,
希54109,孔,希,男,22,933-01-01,1011-01-01,是,安徽,商,希53126,,,,,,
希54110,孔,希,男,66,936-01-01,999-01-01,是,山东,商,希53126,,,,,,
希54111,孔,希,男,54,926-01-01,1003-01-01,是,河南,商,希53143,,,,,,
希54112,孔,希,男,46,933-01-01,1012-01-01,是,曲阜,士,希53090,,,,,,
希54113,孔,希,男,10,941-01-01,1026-01-01,是,山东,商,希53088,,,,,,
希54114,孔,希,男,63,937-01-01,1003-01-01,是,江苏,农,希53115,,,,,,
希54115,孔,希,男,14,936-01-01,1004-01-01,是,浙江,官员,希53068,,,,,,
希54116,孔,希,男,75,942-01-01,1006-01-01,是,浙江,儒,希53130,,,,,,
希54117,孔,希,男,44,934-01-01,1004-01-01,是,河南,商,希53084,,,,,,
希54118,孔,希,男,92,924-01-01,1007-01-01,是,浙江,士,希53086,,,,,,
希54119,孔,希,男,78,928-01-01,1002-01-01,是,山东,商,希53077,,,,,,
希54120,孔,希,男,87,935-01-01,1009-01-01,是,山东,商,希53001,,,,,,
希54121,孔,希,男,71,925-01-01,996-01-01,是,江苏,商,希53065,,,,,,
希54122,孔,希,男,56,929-01-01,989-01-01,是,河南,儒,希53073,,,,,,
希54123,孔,希,男,66,932-01-01,998-01-01,是,曲阜,商,希53008,,,,,,
希54124,孔,希,男,76,943-01-01,1029-01-01,是,曲阜,士,希53093,,,,,,
希54125,孔,希,男,90,936-01-01,1008-01-01,是,山东,儒,希53113,,,,,,
希54126,孔,希,男,94,933-01-01,1023-01-01,是,江苏,商,希53138,,,,,,
希54127,孔,希,男,65,925-01-01,1013-01-01,是,曲阜,工,希53034,,,,,,
希54128,孔,希,男,60,928-01-01,997-01-01,是,江苏,士,希53043,,,,,,
希54129,孔,希,男,80,930-01-01,1011-01-01,是,河南,工,希53076,,,,,,
希54130,孔,希,男,84,926-01-01,986-01-01,是,江苏,农,希53040,,,,,,
希54131,孔,希,男,41,942-01-01,1007-01-01,是,河南,工,希53050,,,,,,
希54132,孔,希,男,78,924-01-01,1011-01-01,是,江苏,士,希53074,,,,,,
希54133,孔,希,男,91,944-01-01,1031-01-01,是,安徽,工,希53064,,,,,,
希54134,孔,希,男,23,934-01-01,1003-01-01,是,山东,官员,希53022,,,,,,
希54135,孔,希,男,56,927-01-01,1001-01-01,是,山东,官员,希53132,,,,,,
希54136,孔,希,男,66,938-01-01,1021-01-01,是,曲阜,农,希53024,,,,,,
希54137,孔,希,男,42,932-01-01,1001-01-01,是,江苏,儒,希53000,,,,,,
希54138,孔,希,男,2,937-01-01,1006-01-01,是,江苏,农,希53088,,,,,,
希54139,孔,希,男,52,937-01-01,1026-01-01,是,山东,学者,希53062,,,,,,
希54140,孔,希,男,87,936-01-01,1012-01-01,是,河南,官员,希53004,,,,,,
希54141,孔,希,男,16,944-01-01,1004-01-01,是,曲阜,官员,希53000,,,,,,
希54142,孔,希,男,72,942-01-01,1010-01-01,是,山东,商,希53082,,,,,,
希54143,孔,希,男,19,938-01-01,1007-01-01,是,山东,官员,希53064,,,,,,
希54144,孔,希,男,38,931-01-01,1008-01-01,是,安徽,儒,希53069,,,,,,
希54145,孔,希,男,94,933-01-01,1023-01-01,是,曲阜,农,希53030,,,,,,
希54146,孔,希,男,95,929-01-01,1007-01-01,是,河南,学者,希53027,,,,,,
希54147,孔,希,男,92,938-01-01,1004-01-01,是,江苏,儒,希53103,,,,,,
希54148,孔,希,男,64,942-01-01,1004-01-01,是,山东,工,希53123,,,,,,
希54149,孔,希,男,42,941-01-01,1007-01-01,是,山东,官员,希53136,,,,,,
希55000,孔,希,男,41,971-01-01,1044-01-01,是,曲阜,士,希54117,,,,,,
希55001,孔,希,男,18,952-01-01,1019-01-01,是,曲阜,官员,希54121,,,,,,
希55002,孔,希,男,24,972-01-01,1032-01-01,是,浙江,官员,希54000,,,,,,
